name,id,idx,Y,M,O
25193,25193,697,0.12,0.16,0.72
25194,25194,698,0.12,0.16,0.72
25196,25196,699,0.12,0.16,0.72
25197,25197,700,0.12,0.16,0.72
25200,25200,701,0.12,0.16,0.72
25201,25201,702,0.12,0.16,0.72
25202,25202,703,0.12,0.16,0.72
25203,25203,704,0.17,0.85,0.72
25204,25204,705,0.12,0.16,0.72
25205,25205,706,0.12,0.16,0.72
25206,25206,707,0.12,0.16,0.72
25207,25207,708,0.15,0.61,0.72
25208,25208,709,0.12,0.16,0.72
25209,25209,710,0.12,0.16,0.72
25210,25210,711,0.12,0.16,0.72
25211,25211,712,0.12,0.16,0.72
25212,25212,713,0.12,0.16,0.72
25215,25215,714,0.12,0.16,0.72
25216,25216,715,0.12,0.16,0.72
25217,25217,716,0.33,1.22,0.72
25218,25218,717,0.12,0.16,0.72
25219,25219,718,0.12,0.16,0.72
25220,25220,719,0.12,0.16,0.72
25221,25221,720,0.12,0.16,0.72
25222,25222,721,0.12,0.16,0.72
25223,25223,722,0.12,0.16,0.72
25224,25224,723,0.12,0.16,0.72
25225,25225,724,0.12,0.16,0.72
25226,25226,725,0.12,0.16,0.72
25227,25227,726,0.12,0.16,0.72
25228,25228,727,0.12,0.33,0.72
25230,25230,728,0.12,0.16,0.72
25231,25231,729,0.12,0.16,0.72
25232,25232,730,0.12,0.16,0.72
25233,25233,731,0.12,0.16,0.72
25234,25234,732,0.12,0.39,0.72
25238,25238,733,0.12,0.16,0.72
25239,25239,734,0.12,0.16,0.72
25240,25240,735,0.12,0.16,0.72
25242,25242,736,0.12,0.16,0.72
25243,25243,737,0.12,0.41,0.72
25244,25244,738,0.12,0.16,0.72
25245,25245,739,0.12,0.16,0.72
25247,25247,740,0.12,0.16,0.72
25248,25248,741,0.12,0.16,0.72
25249,25249,742,0.12,0.16,0.72
25250,25250,743,0.12,0.16,0.72
25251,25251,744,0.12,0.16,0.72
25252,25252,745,0.12,0.16,0.72
25253,25253,746,0.12,0.16,0.72
25254,25254,747,0.12,0.16,0.72
25255,25255,748,0.12,0.16,0.72
25901,25901,749,0.12,0.16,0.72
25902,25902,750,0.12,0.16,0.72
25903,25903,751,0.12,0.16,0.72
25904,25904,752,0.12,0.16,0.72
25905,25905,753,0.12,0.16,0.72
25906,25906,754,0.12,0.16,0.72
25907,25907,755,0.12,0.16,0.72
25908,25908,756,0.12,0.16,0.72
25909,25909,757,0.12,0.16,0.72
25910,25910,758,0.12,0.16,0.72
25911,25911,759,0.12,0.16,0.72
25912,25912,760,0.12,0.16,0.72
25913,25913,761,0.12,0.16,0.72
43001,43001,762,0.12,0.16,0.72
43002,43002,763,0.12,0.17,0.72
43003,43003,764,0.12,0.16,0.72
43004,43004,765,0.14,0.63,0.72
43005,43005,766,0.12,0.35,0.72
43006,43006,767,0.12,0.16,0.72
43007,43007,768,0.12,0.16,0.72
43008,43008,769,0.12,0.16,0.72
43009,43009,770,0.12,0.16,0.72
43010,43010,771,0.12,0.16,0.72
43011,43011,772,0.12,0.16,0.72
43012,43012,773,0.12,0.36,0.72
43013,43013,774,0.12,0.45,0.72
43014,43014,775,0.37,1.47,0.72
43015,43015,776,0.12,0.16,0.72
43016,43016,777,0.12,0.37,0.72
43017,43017,778,0.12,0.16,0.72
43018,43018,779,0.12,0.16,0.72
43019,43019,780,0.12,0.16,0.72
43020,43020,781,0.12,0.23,0.72
43021,43021,782,0.12,0.16,0.72
43022,43022,783,0.12,0.16,0.72
43023,43023,784,0.12,0.16,0.72
43024,43024,785,0.12,0.16,0.72
43025,43025,786,0.12,0.16,0.72
43026,43026,787,0.12,0.16,0.72
43027,43027,788,0.12,0.16,0.72
43028,43028,789,0.12,0.27,0.72
43029,43029,790,0.12,0.16,0.72
43030,43030,791,0.12,0.16,0.72
43031,43031,792,0.12,0.16,0.72
43032,43032,793,0.12,0.16,0.72
43033,43033,794,0.12,0.16,0.72
43034,43034,795,0.12,0.16,0.72
43035,43035,796,0.12,0.16,0.72
43036,43036,797,0.12,0.16,0.72
43037,43037,798,0.46,2.03,0.72
43038,43038,799,0.6,2.4,0.72
43039,43039,800,0.12,0.16,0.72
43040,43040,801,0.12,0.16,0.72
43041,43041,802,0.12,0.16,0.72
43042,43042,803,0.12,0.2,0.72
43043,43043,804,0.12,0.34,0.72
43044,43044,805,0.12,0.36,0.72
43045,43045,806,0.12,0.16,0.72
43046,43046,807,0.12,0.16,0.72
43047,43047,808,0.13,0.45,0.72
43048,43048,809,0.12,0.16,0.72
43049,43049,810,0.12,0.16,0.72
43050,43050,811,0.12,0.25,0.72
43051,43051,812,0.23,1.0,0.72
43052,43052,813,0.12,0.16,0.72
43053,43053,814,0.12,0.16,0.72
43054,43054,815,0.12,0.24,0.72
43055,43055,816,0.12,0.18,0.72
43056,43056,817,0.12,0.16,0.72
43057,43057,818,0.12,0.16,0.72
43058,43058,819,0.12,0.16,0.72
43059,43059,820,0.12,0.16,0.72
43060,43060,821,0.12,0.2,0.72
43061,43061,822,0.12,0.16,0.72
43062,43062,823,0.12,0.16,0.72
43063,43063,824,0.12,0.16,0.72
43064,43064,825,0.12,0.2,0.72
43065,43065,826,0.12,0.16,0.72
43066,43066,827,0.12,0.16,0.72
43067,43067,828,0.12,0.16,0.72
43068,43068,829,0.12,0.16,0.72
43069,43069,830,0.12,0.16,0.72
43070,43070,831,0.12,0.16,0.72
43071,43071,832,0.12,0.16,0.72
43072,43072,833,0.12,0.16,0.72
43073,43073,834,0.12,0.16,0.72
43074,43074,835,0.12,0.16,0.72
43075,43075,836,0.12,0.16,0.72
43076,43076,837,0.12,0.16,0.72
43077,43077,838,0.12,0.16,0.72
43078,43078,839,0.12,0.16,0.72
43079,43079,840,0.12,0.16,0.72
43080,43080,841,0.12,0.16,0.72
43081,43081,842,0.12,0.16,0.72
43082,43082,843,0.12,0.16,0.72
43083,43083,844,0.12,0.16,0.72
43084,43084,845,0.12,0.16,0.72
43085,43085,846,0.12,0.16,0.72
43086,43086,847,0.12,0.48,0.72
43088,43088,848,0.12,0.2,0.72
43089,43089,849,0.12,0.16,0.72
43090,43090,850,0.12,0.16,0.72
43091,43091,851,0.12,0.16,0.72
43092,43092,852,0.22,0.92,0.72
43093,43093,853,0.12,0.36,0.72
43094,43094,854,0.12,0.21,0.72
43095,43095,855,0.12,0.26,0.72
43096,43096,856,0.12,0.16,0.72
43097,43097,857,0.12,0.16,0.72
43098,43098,858,0.12,0.16,0.72
43099,43099,859,0.12,0.16,0.72
43100,43100,860,0.12,0.35,0.72
43101,43101,861,0.12,0.16,0.72
43102,43102,862,0.12,0.16,0.72
43103,43103,863,0.12,0.16,0.72
43104,43104,864,0.12,0.17,0.72
43105,43105,865,0.12,0.16,0.72
43106,43106,866,0.12,0.16,0.72
43107,43107,867,0.12,0.16,0.72
43108,43108,868,0.12,0.16,0.72
43109,43109,869,0.12,0.28,0.72
43110,43110,870,0.12,0.16,0.72
43111,43111,871,0.12,0.22,0.72
43112,43112,872,0.12,0.16,0.72
43113,43113,873,0.12,0.16,0.72
43114,43114,874,0.12,0.16,0.72
43115,43115,875,0.12,0.16,0.72
43116,43116,876,0.12,0.16,0.72
43117,43117,877,0.12,0.16,0.72
43118,43118,878,0.12,0.16,0.72
43119,43119,879,0.12,0.16,0.72
43120,43120,880,0.12,0.16,0.72
43121,43121,881,0.12,0.16,0.72
43122,43122,882,0.12,0.16,0.72
43123,43123,883,1.82,7.09,2.09
43124,43124,884,0.12,0.16,0.72
43125,43125,885,0.12,0.16,0.72
43126,43126,886,0.12,0.16,0.72
43127,43127,887,0.12,0.16,0.72
43128,43128,888,0.12,0.16,0.72
43129,43129,889,0.12,0.44,0.72
43130,43130,890,0.12,0.16,0.72
43131,43131,891,0.12,0.51,0.72
43132,43132,892,0.12,0.16,0.72
43133,43133,893,0.13,0.55,0.72
43134,43134,894,0.12,0.16,0.72
43135,43135,895,0.12,0.16,0.72
43136,43136,896,0.21,1.0,0.72
43137,43137,897,0.12,0.18,0.72
43138,43138,898,0.12,0.24,0.72
43139,43139,899,0.12,0.17,0.72
43140,43140,900,0.12,0.23,0.72
43141,43141,901,0.12,0.16,0.72
43142,43142,902,0.12,0.16,0.72
43143,43143,903,0.12,0.16,0.72
43144,43144,904,0.12,0.16,0.72
43145,43145,905,0.12,0.39,0.72
43146,43146,906,0.12,0.16,0.72
43147,43147,907,0.12,0.16,0.72
43148,43148,908,2.16,9.21,2.73
43149,43149,909,0.12,0.16,0.72
43150,43150,910,0.12,0.16,0.72
43151,43151,911,0.12,0.16,0.72
43152,43152,912,0.12,0.16,0.72
43153,43153,913,0.26,1.15,0.72
43154,43154,914,0.12,0.16,0.72
43155,43155,915,0.56,2.25,0.74
43156,43156,916,0.12,0.42,0.72
43157,43157,917,0.12,0.16,0.72
43158,43158,918,0.12,0.16,0.72
43159,43159,919,0.12,0.16,0.72
43160,43160,920,0.12,0.16,0.72
43161,43161,921,0.39,1.63,0.72
43162,43162,922,0.12,0.45,0.72
43163,43163,923,0.63,2.61,0.81
43164,43164,924,0.12,0.16,0.72
43165,43165,925,0.12,0.16,0.72
43166,43166,926,0.12,0.16,0.72
43167,43167,927,0.12,0.16,0.72
43168,43168,928,0.12,0.16,0.72
43169,43169,929,0.12,0.16,0.72
43170,43170,930,0.12,0.16,0.72
43171,43171,931,0.43,1.6,0.72
43172,43172,932,0.12,0.16,0.72
43173,43173,933,0.12,0.16,0.72
43174,43174,934,0.12,0.16,0.72
43175,43175,935,0.12,0.16,0.72
43176,43176,936,0.12,0.16,0.72
43177,43177,937,0.12,0.16,0.72
43178,43178,938,0.12,0.16,0.72
43901,43901,939,0.17,0.76,0.72
43902,43902,940,0.12,0.23,0.72
43903,43903,941,0.12,0.22,0.72
43904,43904,942,0.12,0.3,0.72
43905,43905,943,0.48,2.12,0.72
43906,43906,944,0.12,0.23,0.72
43907,43907,945,0.12,0.39,0.72
