source_idx,target_idx,ratio
20,153,0.0029388840364008
20,154,0.0029388840364008
20,159,0.0014185770791866
21,2,0.0022890342336972
21,5,0.0390407737950728
21,8,0.001506106044599
21,10,0.0576889994089844
21,17,0.002781111192964
21,21,0.1783369044011405
21,24,0.3385193344126762
21,28,0.0028408615265613
21,29,0.0204975559916085
21,30,0.0131006530470786
21,34,0.0041158666749263
21,36,0.0074189299939558
21,38,0.0053908718232912
21,39,0.0035939145488609
21,41,0.0068969255471079
21,42,0.00542074699009
21,46,0.0044067179047577
21,49,0.0157104136774059
21,50,0.0033628136526268
21,52,0.0012750051483649
21,53,0.0010439042521309
21,54,0.0064049009086235
21,60,0.0036237897156595
21,62,0.0035939145488609
21,73,0.0010438519313484
21,78,0.0066060743172765
21,79,0.0049585451976218
21,81,0.0028109863597627
21,82,0.0012451299815663
21,84,0.0013048803151636
21,89,0.001506106044599
21,94,0.0059725742829541
22,1,0.0011918640874368
22,5,0.1071088004658979
22,11,0.0035681331898929
22,12,0.2255007853772602
22,16,0.010096517787495301
22,19,0.0069693179863461
22,22,0.3028533235386797
22,26,0.0265856346093998
22,37,0.0021988823569451
22,47,0.0027104485947042
22,51,0.0297154874917006
22,58,0.036308111447675095
22,59,0.0018853621031713
22,60,0.0015901742052227
22,63,0.0037221858692113
22,66,0.0032267338374622
22,70,0.0030088767311082
22,72,0.0012976393884256
22,74,0.0015827151328051
22,80,0.0075869639770295
22,83,0.0122972920957536
22,87,0.0029960897498209
22,88,0.0014103083510948
22,90,0.19705238334760988
23,5,0.021021789305299098
23,11,0.0031026597177095
23,12,0.00211663855284
23,20,0.0411511754460073
23,23,0.0561745903691335
23,26,0.0079704167119121
23,27,0.0036679684116948
23,33,0.0015513298588547
23,44,0.0385763014181232
23,58,0.00211663855284
23,61,0.0015513298588547
23,70,0.0036679684116948
23,71,0.0151685796765933
23,72,0.0211663855284006
23,75,0.00211663855284
23,77,0.0286406647408648
23,78,0.0015513298588547
23,81,0.0015513298588547
23,83,0.0138996198995482
23,84,0.0015513298588547
23,86,0.0157270660061859
23,88,0.0079012455173749
23,90,0.00211663855284
23,92,0.4547121028554817
23,93,0.0073359368233895
23,142,0.0018530299731104
23,151,0.0018530299731104
23,154,0.0018530299731104
23,155,0.0018530299731104
24,1,0.0012244100560382
24,2,0.0061365427284869
24,4,0.0076898650099306
24,5,0.1967226087431973
24,7,0.0012970036509121
24,10,0.1271301660070478
24,11,0.004181683576703
24,17,0.007008208135582701
24,21,0.4520647627723081
24,22,0.0012244100560382
24,24,1.8767530489818856
24,26,0.0037458237629884998
24,28,0.0051266270260764005
24,29,0.0786018416826635
24,30,0.0929834992233255
24,34,0.0128231590479628
24,36,0.0344545393072141
24,38,0.0338817822952749
24,39,0.0155911730870598
24,41,0.0399909310950323
24,42,0.056556540025132204
24,46,0.0093532766282284
24,47,0.0013282158958021
24,49,0.0749865101422548
24,50,0.0153867573764102
24,51,0.0026778663260546
24,52,0.0033205397395054
24,53,0.0057744038839701
24,54,0.0209203445900033
24,56,0.0031648309798593998
24,60,0.0125161242839276
24,62,0.0145627659410689
24,68,0.0012244100560382
24,73,0.0065934225117255
24,75,0.0035659532852733997
24,78,0.0350939521480109
24,79,0.0174976545823723
24,81,0.0103978874313539
24,82,0.0054025683693308
24,84,0.0048984383039444995
24,85,0.0013282158958021
24,89,0.0030610251400956
24,94,0.0528138202605178
24,95,0.0032166744876867
24,101,0.0010852061942834
24,105,0.0014935993008071
24,107,0.0010852061942834
25,5,0.0021983999417109
25,6,0.0029450184362006
25,9,0.0419264180883509
25,21,0.0040044378366823
25,24,0.006815667933573
25,25,0.0765799010552529
25,26,0.0038706494973724
25,29,0.0029450184362006
25,31,0.0790586493323878
25,37,0.0010594194004816
25,39,0.0010594194004816
25,43,0.0058900368724013
25,49,0.0028112300968908
25,63,0.0010594194004816
25,65,0.0070489076988175
25,69,0.0219603404463086
25,89,0.4468182976386463
25,94,0.0029450184362006
25,102,0.0012118417964403
25,105,0.0012118417964403
25,111,0.0012118417964403
25,113,0.0036355253893209
25,121,0.0105230077209899
26,1,0.0184796388837709
26,4,0.0116181938952039
26,5,2.2355958407563765
26,11,0.022007509750774402
26,12,0.015531423427107
26,13,0.0015719672976376
26,15,0.0011844428475173
26,16,0.3178932954987448
26,18,0.0028216189855715997
26,19,0.34149455758445907
26,22,0.0205839367440557
26,26,2.5365033113475124
26,33,0.0144958130760523
26,37,0.0139289330770097
26,39,0.009979015927912501
26,41,0.0013097409104434
26,47,0.0115473150842783
26,50,0.0020338863150733
26,51,0.1135320316656305
26,53,0.0024873299797864
26,54,0.0010659985627656
26,56,0.009098173002467201
26,57,0.0073773882420334
26,58,0.0643186835191706
26,60,0.0090614055965008
26,61,0.0048945536672775
26,63,0.0247666116254333
26,66,0.0405464402199394
26,70,0.0529281417632701
26,73,0.0022598438197424
26,74,0.0016371761380543
26,78,0.0036899803508993996
26,79,0.0015397757017725
26,80,0.0176641409303301
26,81,0.0094079888560125
26,83,0.0109182236035445
26,88,0.0012622913825962
26,90,0.041681328681206
27,1,0.0047129795794064
27,5,0.0197463684470837
27,11,0.0020610497366528
27,14,0.0016010161337982
27,18,0.0043698334741761
27,23,0.0011988382630354
27,26,0.0015529777243415
27,27,0.5668598787345901
27,32,0.003673008094638
27,33,0.0032183689060439
27,43,0.0909135719218845
27,45,0.0019884935865527
27,60,0.0010875497072264
27,61,0.0031862069480362
27,76,0.0961147843407772
27,86,0.0076629060696466
27,91,0.0530854592310878
27,92,0.0035862372794726
27,128,0.0010568961399361
27,138,0.0010568961399361
28,4,0.011159672699127099
28,5,0.1280425604426163
28,10,0.0011747023893818
28,16,0.0023494047787636
28,19,0.0011747023893818
28,21,0.0011747023893818
28,22,0.0035241071681454
28,24,0.0129217262831998
28,27,0.0017620535840727
28,28,0.0604971730531629
28,29,0.0088102679203635
28,30,0.0140964286725816
28,34,0.0170331846460361
28,35,0.0011747023893818
28,37,0.0017620535840727
28,38,0.041114583628363
28,39,0.162108929734689
28,40,0.0011747023893818
28,41,0.005873511946909
28,42,0.0052861607522181
28,46,0.0293675597345451
28,47,0.0011747023893818
28,49,0.0146837798672725
28,50,0.0681327385841446
28,52,0.0281928573451633
28,53,0.0023494047787636
28,54,0.0240813989823269
28,56,0.0052861607522181
28,60,0.0058735119469090005
28,61,0.0011747023893818
28,62,0.0352410716814541
28,70,0.0011747023893818
28,73,0.0023494047787636
28,75,0.008810267920363499
28,78,0.0293675597345451
28,79,0.1932385430533068
28,81,0.0105723215044362
28,82,0.0076355655309817
28,84,0.0035241071681454
28,85,0.0011747023893818
28,94,0.0023494047787636
28,95,0.0035241071681454
29,4,0.0051757749460990005
29,5,0.0547537988819598
29,7,0.0010896368307577
29,10,0.0136203958325264
29,11,0.0016344552461365
29,21,0.0465816517551674
29,24,0.1394718359864181
29,28,0.0035413196999625
29,29,0.0888028841809003
29,30,0.0493049046567773
29,34,0.0070826393999251
29,35,0.0010896368307577
29,36,0.0029965012845836
29,38,0.026423499490039498
29,39,0.0119858760344449
29,41,0.0147099035593942
29,42,0.0084446208864273
29,46,0.0555702518816892
29,49,0.0476711594820352
29,50,0.03840879455698
29,52,0.0068101656402907
29,53,0.003268910492273
29,54,0.0171617800844337
29,56,0.0016344552461365
29,60,0.0065378209845462
29,62,0.0103514207883083
29,70,0.0016344552461365
29,73,0.0021792091095704
29,75,0.0021792736615154
29,78,0.0108962392036872
29,79,0.026695908697729
29,81,0.0084446854383722
29,82,0.0155271311824625
29,84,0.0013620460384471
29,89,0.0021792736615154
29,94,0.0133480511767819
30,4,0.0068432851452994
30,5,0.0521800492329079
30,10,0.0034216425726497
30,11,0.0025662319294873
30,19,0.0025662319294873
30,21,0.0136865702905989
30,24,0.11804756011867
30,26,0.0034216425726496
30,28,0.0017108212863248
30,29,0.1086383401646345
30,30,0.053891464760736
30,34,0.0085541064316243
30,35,0.0025662319294873
30,38,0.0367826576559845
30,39,0.0076986957884619
30,41,0.059024671421589
30,42,0.0521803463536598
30,46,0.0282285512243603
30,49,0.1274575228745838
30,50,0.0205301525566497
30,52,0.0051326124193502
30,53,0.0025662319294873
30,54,0.014542129494136802
30,56,0.0017108212863248
30,60,0.0025662319294873
30,62,0.0188190341495735
30,66,0.0017108212863248
30,75,0.0017108212863248
30,78,0.0076986957884619
30,79,0.0188190341495735
30,81,0.005987874502137
30,82,0.0051324638589746
30,94,0.0453369126479847
30,105,0.0010301176449615
30,159,0.0010301176449615
31,5,0.002891123198892
31,9,0.0144455160956006
31,21,0.001077159643454
31,24,0.0024735521116227
31,25,0.0888495161768342
31,31,0.2285072251744215
31,32,0.0010403981836255
31,65,0.0876705430368093
31,69,0.0153195374506964
31,89,0.2475717073813861
31,101,0.0026828806605724
31,105,0.0022378878048934
